"Part","Description","ClassID","Costing Method","Qty On Hand","Last Labor","Last Material","Last Burden","Last Subcontract","LastUnit","LastExtend","Avg. Labor","Avg. Material","Avg. Burden","Avg. Subcontract","AvgUnit","AvgExtend","Std. Labor","Std. Burden","Std. Material","Std. Subcontract","Std. Material Burden","STDUnit","StdExtended","Type"
"3-60801","LENS CELL","FNAV","S",0.00,0.97120,0.07680,1.63550,0.42000,3.104,0.000,0.97790,0.07630,1.65750,0.42000,3.132,0.000,0.97790,1.65750,0.07630,0.42000,0.01530,3.15,0.00,"M"
"3-60801","LENS CELL","FNAV","S",56.00,0.97120,0.07680,1.63550,0.42000,3.104,0.000,0.97790,0.07630,1.65750,0.42000,3.132,0.000,0.97790,1.65750,0.07630,0.42000,0.01530,3.15,176.23,"M"
"3-60805","DETENT RING 'K","FNAV","S",0.00,3.93690,0.51610,10.18350,0.00000,14.637,0.000,3.93690,0.51610,10.18350,0.00000,14.637,0.000,3.93690,10.18350,0.51610,0.00000,0.10330,14.74,0.00,"M"
"3-60805","DETENT RING 'K","FNAV","S",8.00,3.93690,0.51610,10.18350,0.00000,14.637,0.000,3.93690,0.51610,10.18350,0.00000,14.637,0.000,3.93690,10.18350,0.51610,0.00000,0.10330,14.74,117.92,"M"
"3-6085","ADAPTER MOUNT","FNAV","S",0.00,1.17720,0.69720,3.33250,0.55640,5.763,0.000,1.17720,0.69720,3.33250,0.55640,5.763,0.000,1.17720,3.33250,0.69720,0.55640,0.13950,5.90,0.00,"M"
"3-6085","ADAPTER MOUNT","FNAV","S",32.00,1.17720,0.69720,3.33250,0.55640,5.763,0.000,1.17720,0.69720,3.33250,0.55640,5.763,0.000,1.17720,3.33250,0.69720,0.55640,0.13950,5.90,188.89,"M"
"3-60933","UPPER LENS CELL","FNAV","S",0.00,9.21210,1.53190,16.75820,0.60970,28.112,0.000,9.21210,1.53190,16.75820,0.60970,28.112,0.000,9.21210,16.75820,1.53190,0.60970,0.30640,28.42,0.00,"M"
"3-60933","UPPER LENS CELL","FNAV","S",0.00,9.21210,1.53190,16.75820,0.60970,28.112,0.000,9.21210,1.53190,16.75820,0.60970,28.112,0.000,9.21210,16.75820,1.53190,0.60970,0.30640,28.42,0.00,"M"
"3-60933CO","UPPER LENS CELL","COWN","S",11.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-60933CO","UPPER LENS CELL","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-60933CO","UPPER LENS CELL","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-60934","INNER LENS CELL","FNAV","S",0.00,3.74780,0.41920,5.03190,0.45000,9.649,0.000,3.62170,0.46210,4.98660,0.47700,9.547,0.000,3.62170,4.98660,0.46210,0.47700,0.09240,9.64,0.00,"M"
"3-60934","INNER LENS CELL","FNAV","S",0.00,3.74780,0.41920,5.03190,0.45000,9.649,0.000,3.62170,0.46210,4.98660,0.47700,9.547,0.000,3.62170,4.98660,0.46210,0.47700,0.09240,9.64,0.00,"M"
"3-60934CO","INNER LENS CELL","COWN","S",9.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-60934CO","INNER LENS CELL","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-60934CO","INNER LENS CELL","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61002","LENS MOUNT","FNAV","S",0.00,4.66940,0.62140,9.91190,0.45000,15.653,0.000,4.66940,0.62140,9.91190,0.45000,15.653,0.000,4.66940,9.91190,0.62140,0.45000,0.12440,15.78,0.00,"M"
"3-61002","LENS MOUNT","FNAV","S",52.00,4.66940,0.62140,9.91190,0.45000,15.653,0.000,4.66940,0.62140,9.91190,0.45000,15.653,0.000,4.66940,9.91190,0.62140,0.45000,0.12440,15.78,820.41,"M"
"3-61003","LENS RING","FNAV","S",0.00,0.48920,0.05380,1.15570,0.34930,2.048,0.000,0.49510,0.05400,1.15500,0.35170,2.056,0.000,0.49510,1.15500,0.05400,0.35170,0.01080,2.07,0.00,"M"
"3-61003","LENS RING","FNAV","S",0.00,0.48920,0.05380,1.15570,0.34930,2.048,0.000,0.49510,0.05400,1.15500,0.35170,2.056,0.000,0.49510,1.15500,0.05400,0.35170,0.01080,2.07,0.00,"M"
"3-61003CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61003CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61003CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6111","LENS CELL","FNAV","S",0.00,19.85350,1.11840,34.36190,1.50000,56.834,0.000,19.85350,1.11840,34.36190,1.50000,56.834,0.000,19.85350,34.36190,1.11840,1.50000,0.22370,57.06,0.00,"M"
"3-6112","LENS RING","FNAV","S",0.00,2.70750,0.03960,4.96900,1.45830,9.174,0.000,2.71240,0.03880,4.92240,1.43860,9.112,0.000,2.71240,4.92240,0.03880,1.43860,0.00780,9.12,0.00,"M"
"3-6112","LENS RING","FNAV","S",0.00,2.70750,0.03960,4.96900,1.45830,9.174,0.000,2.71240,0.03880,4.92240,1.43860,9.112,0.000,2.71240,4.92240,0.03880,1.43860,0.00780,9.12,0.00,"M"
"3-6112CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6112CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6112CO","LENS RING","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6121","2X RA ADAPTER TUBE","FNAV","S",0.00,6.53020,2.50400,13.29740,2.50000,24.832,0.000,6.53020,2.50400,13.29740,2.50000,24.832,0.000,6.53020,13.29740,2.50400,2.50000,0.50080,25.33,0.00,"M"
"3-6121","2X RA ADAPTER TUBE","FNAV","S",8.00,6.53020,2.50400,13.29740,2.50000,24.832,0.000,6.53020,2.50400,13.29740,2.50000,24.832,0.000,6.53020,13.29740,2.50400,2.50000,0.50080,25.33,202.66,"M"
"3-61367","Outer Sleeve Extended Thumbhole","FNAV","S",0.00,16.60680,2.24580,36.41540,1.84440,57.112,0.000,16.60680,2.24580,36.41540,1.84440,57.112,0.000,16.60680,36.41540,2.24580,1.84440,0.44920,57.56,0.00,"M"
"3-61367","Outer Sleeve Extended Thumbhole","FNAV","S",0.00,16.60680,2.24580,36.41540,1.84440,57.112,0.000,16.60680,2.24580,36.41540,1.84440,57.112,0.000,16.60680,36.41540,2.24580,1.84440,0.44920,57.56,0.00,"M"
"3-61367CO","Outer Sleeve Extended Thumbhole","COWN","S",10.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61367CO","Outer Sleeve Extended Thumbhole","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61367CO","Outer Sleeve Extended Thumbhole","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61421","FIXED MOUNT","FNAV","S",0.00,3.59180,0.58830,7.04480,0.46580,11.691,0.000,3.59180,0.58830,7.04480,0.46580,11.691,0.000,3.59180,7.04480,0.58830,0.46580,0.11770,11.81,0.00,"M"
"3-61423","ADAPTER MOUNT","FNAV","S",0.00,5.27510,1.40340,10.37910,0.59680,17.654,0.000,5.27510,1.40340,10.37910,0.59680,17.654,0.000,5.27510,10.37910,1.40340,0.59680,0.28070,17.94,0.00,"M"
"3-61423","ADAPTER MOUNT","FNAV","S",0.00,5.27510,1.40340,10.37910,0.59680,17.654,0.000,5.27510,1.40340,10.37910,0.59680,17.654,0.000,5.27510,10.37910,1.40340,0.59680,0.28070,17.94,0.00,"M"
"3-61423CO","ADAPTER MOUNT","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61423CO","ADAPTER MOUNT","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61423CO","ADAPTER MOUNT","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61430","LOWER INTERFACE","FNAV","S",0.00,10.75970,1.50140,18.37450,0.84070,31.476,0.000,10.75970,1.50140,18.37450,0.84070,31.476,0.000,10.75970,18.37450,1.50140,0.84070,0.30030,31.78,0.00,"M"
"3-61431","LENS RING","FNAV","S",0.00,1.22010,0.12370,2.56060,0.40000,4.304,0.000,1.23330,0.12170,2.59920,0.40000,4.354,0.000,1.23330,2.59920,0.12170,0.40000,0.02430,4.38,0.00,"M"
"3-61431","LENS RING","FNAV","S",21.00,1.22010,0.12370,2.56060,0.40000,4.304,0.000,1.23330,0.12170,2.59920,0.40000,4.354,0.000,1.23330,2.59920,0.12170,0.40000,0.02430,4.38,91.95,"M"
"3-61432","SLIDING LENS CELL","FNAV","S",0.00,2.87910,0.51600,5.83220,0.45000,9.677,0.000,2.91860,0.49590,5.81420,0.45000,9.679,0.000,2.91860,5.81420,0.49590,0.45000,0.09920,9.78,0.00,"M"
"3-61435","FOCUS CAM","FNAV","S",0.00,2.88240,0.23560,6.09150,0.34700,9.557,0.000,2.77360,0.26800,5.87490,0.34890,9.265,0.000,2.77360,5.87490,0.26800,0.34890,0.05360,9.32,0.00,"M"
"3-61436","Saddle Mount","FNAV","S",0.00,1.72210,0.15450,2.74240,0.40000,5.019,0.000,1.71030,0.15260,2.76560,0.40010,5.029,0.000,1.71030,2.76560,0.15260,0.40010,0.03050,5.06,0.00,"M"
"3-61436","Saddle Mount","FNAV","S",0.00,1.72210,0.15450,2.74240,0.40000,5.019,0.000,1.71030,0.15260,2.76560,0.40010,5.029,0.000,1.71030,2.76560,0.15260,0.40010,0.03050,5.06,0.00,"M"
"3-61436CO","Saddle Mount","COWN","S",18.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61436CO","Saddle Mount","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61436CO","Saddle Mount","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61439","BUSHING, DRIVE, .1245 OD, .162 HGT","FNAV","S",0.00,1.54140,0.00190,1.68070,0.14500,3.369,0.000,1.54140,0.00190,1.68070,0.14500,3.369,0.000,1.54140,1.68070,0.00190,0.14500,0.00040,3.37,0.00,"M"
"3-61439","BUSHING, DRIVE, .1245 OD, .162 HGT","FNAV","S",22.00,1.54140,0.00190,1.68070,0.14500,3.369,0.000,1.54140,0.00190,1.68070,0.14500,3.369,0.000,1.54140,1.68070,0.00190,0.14500,0.00040,3.37,74.13,"M"
"3-61444","BEAMSPLITTER/LENS HOLDER","FNAV","S",0.00,6.01110,0.61900,11.16190,0.45000,18.242,0.000,5.30220,0.53030,9.73120,0.45000,16.014,0.000,5.30220,9.73120,0.53030,0.45000,0.10610,16.12,0.00,"M"
"3-61444","BEAMSPLITTER/LENS HOLDER","FNAV","S",13.00,6.01110,0.61900,11.16190,0.45000,18.242,0.000,5.30220,0.53030,9.73120,0.45000,16.014,0.000,5.30220,9.73120,0.53030,0.45000,0.10610,16.12,209.56,"M"
"3-61447","Lower Interface","FNAV","S",0.00,7.62470,1.01600,17.27240,0.75000,26.663,0.000,7.49410,0.97480,16.83710,0.75000,26.056,0.000,7.49410,16.83710,0.97480,0.75000,0.19490,26.25,0.00,"M"
"3-61496","INNER SCALE RING","FNAV","S",0.00,3.18620,0.82860,5.80760,0.00000,9.822,0.000,3.38970,0.73720,6.21370,0.10520,10.446,0.000,3.38970,6.21370,0.73720,0.10520,0.14740,10.59,0.00,"M"
"3-61508","CLAMP BRACKET","FNAV","S",0.00,7.04620,0.99580,16.48260,0.60350,25.128,0.000,7.04620,0.99580,16.48260,0.60350,25.128,0.000,7.04620,16.48260,0.99580,0.60350,0.19920,25.33,0.00,"M"
"3-61523","FOCUS CELL","FNAV","S",0.00,13.66710,0.63080,20.59000,0.00000,34.888,0.000,13.66710,0.63080,20.59000,0.00000,34.888,0.000,13.66710,20.59000,0.63080,0.00000,0.12630,35.01,0.00,"M"
"3-61529","RT ANGLE BASE","FNAV","S",0.00,7.43240,2.52130,14.40620,2.23720,26.597,0.000,7.42460,2.51320,14.39040,2.05160,26.380,0.000,7.42460,14.39040,2.51320,2.05160,0.50270,26.88,0.00,"M"
"3-61533","Lower Interface","FNAV","S",0.00,1.79940,0.28920,4.01520,0.00000,6.104,0.000,1.84690,0.29000,4.11670,0.00000,6.254,0.000,1.84690,4.11670,0.29000,0.00000,0.05800,6.31,0.00,"M"
"3-61533","Lower Interface","FNAV","S",0.00,1.79940,0.28920,4.01520,0.00000,6.104,0.000,1.84690,0.29000,4.11670,0.00000,6.254,0.000,1.84690,4.11670,0.29000,0.00000,0.05800,6.31,0.00,"M"
"3-61533CO","Lower Interface","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61533CO","Lower Interface","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61533CO","Lower Interface","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61538","MOUNT","FNAV","S",0.00,6.03970,1.04970,13.34570,0.45000,20.885,0.000,6.11160,1.04240,13.27790,0.45000,20.882,0.000,6.11160,13.27790,1.04240,0.45000,0.20850,21.09,0.00,"M"
"3-61604","LENS CELL, .316"" COAX","FNAV","S",0.00,2.29180,0.51460,5.23910,0.59410,8.640,0.000,2.27620,0.51460,5.21090,0.40740,8.409,0.000,2.27620,5.21090,0.51460,0.40740,0.10290,8.51,0.00,"M"
"3-61783","Lens Ring","FNAV","S",0.00,13.68090,0.18820,20.30090,0.49090,34.661,0.000,11.15680,0.19460,16.67730,0.37090,28.400,0.000,11.15680,16.67730,0.19460,0.37090,0.03860,28.44,0.00,"M"
"3-61783","Lens Ring","FNAV","S",0.00,13.68090,0.18820,20.30090,0.49090,34.661,0.000,11.15680,0.19460,16.67730,0.37090,28.400,0.000,11.15680,16.67730,0.19460,0.37090,0.03860,28.44,0.00,"M"
"3-61783CO","Lens Ring","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61783CO","Lens Ring","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61783CO","Lens Ring","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"36183-061-00","GAUGE, Metric, Switch Machine Adj","FIN","A",0.00,0.00000,0.00000,100.00000,0.00000,100.000,0.000,0.00000,0.00000,100.00000,0.00000,100.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"36183-062-00","Guage, Step B Relay","FIN","A",0.00,3.79170,32.54830,2.43670,62.50000,101.277,0.000,3.39770,18.98090,2.52530,64.77270,89.677,0.000,0.00000,0.00000,18.98090,0.00000,0.00000,18.98,0.00,"M"
"36183-067-01","Gauge, Obstruction","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"36183-068-00","GAUGE","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"36183-069-00","GAUGE","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"36183-070-00","GAUGE","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61960","MIDDLE INTERFACE w/APERTURE","FNAV","S",0.00,9.37730,0.77660,19.10440,1.25000,30.508,0.000,9.60800,0.77600,19.41900,1.25890,31.062,0.000,9.60800,19.41900,0.77600,1.25890,0.15520,31.22,0.00,"M"
"3-61961","RING, OPERATING","FNAV","S",0.00,6.18160,0.58060,10.70280,0.75900,18.224,0.000,6.18160,0.58060,10.70280,0.75900,18.224,0.000,6.18160,10.70280,0.58060,0.75900,0.11610,18.34,0.00,"M"
"3-61962","RING, LOCK FOR OPERATING RING","FNAV","S",0.00,2.39730,0.23060,4.12330,0.45000,7.201,0.000,2.43450,0.23510,4.18790,0.45000,7.308,0.000,2.43450,4.18790,0.23510,0.45000,0.04710,7.35,0.00,"M"
"3-61963","RETAINER, APERATURE","FNAV","S",0.00,2.94920,0.18610,5.08580,0.50000,8.721,0.000,2.94920,0.18610,5.08580,0.50000,8.721,0.000,2.94920,5.08580,0.18610,0.50000,0.03720,8.76,0.00,"M"
"3-61973","Dovetail Attachment","FNAV","S",0.00,19.19890,0.48560,34.68220,0.00000,54.367,0.000,11.87640,0.41760,22.20820,0.91900,35.421,0.000,11.87640,22.20820,0.41760,0.91900,0.08330,35.50,0.00,"M"
"3-61974","Auxiliary Viewing Port","FNAV","S",0.00,73.73320,2.18620,99.42160,2.07830,177.419,0.000,73.73320,2.18620,99.42160,2.07830,177.419,0.000,73.73320,99.42160,2.18620,2.07830,0.43770,177.86,0.00,"M"
"3-61974","Auxiliary Viewing Port","FNAV","S",1.00,73.73320,2.18620,99.42160,2.07830,177.419,0.000,73.73320,2.18620,99.42160,2.07830,177.419,0.000,73.73320,99.42160,2.18620,2.07830,0.43770,177.86,177.86,"M"
"3-61976","Cap","FNAV","S",0.00,15.10170,0.95000,24.68170,0.00000,40.733,0.000,10.46250,0.62740,17.30130,1.27600,29.667,0.000,10.46250,17.30130,0.62740,1.27600,0.12540,29.79,0.00,"M"
"3-61976","Cap","FNAV","S",0.00,15.10170,0.95000,24.68170,0.00000,40.733,0.000,10.46250,0.62740,17.30130,1.27600,29.667,0.000,10.46250,17.30130,0.62740,1.27600,0.12540,29.79,0.00,"M"
"3-61976CO","Cap","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61976CO","Cap","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61976CO","Cap","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-61998","SLEEVE","FNAV","S",0.00,3.72370,1.23370,5.93940,0.75000,11.647,0.000,3.73070,1.22430,5.95270,0.75040,11.658,0.000,3.73070,5.95270,1.22430,0.75040,0.24490,11.90,0.00,"M"
"3-61998","SLEEVE","FNAV","S",72.00,3.72370,1.23370,5.93940,0.75000,11.647,0.000,3.73070,1.22430,5.95270,0.75040,11.658,0.000,3.73070,5.95270,1.22430,0.75040,0.24490,11.90,857.02,"M"
"3-62085","SLEEVE","FNAV","S",0.00,10.42050,1.41600,18.10130,0.85000,30.788,0.000,10.42050,1.41600,18.10130,0.85000,30.788,0.000,10.42050,18.10130,1.41600,0.85000,0.28320,31.07,0.00,"M"
"3-62085","SLEEVE","FNAV","S",0.00,10.42050,1.41600,18.10130,0.85000,30.788,0.000,10.42050,1.41600,18.10130,0.85000,30.788,0.000,10.42050,18.10130,1.41600,0.85000,0.28320,31.07,0.00,"M"
"3-62085CO","SLEEVE","COWN","S",7.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-62085CO","SLEEVE","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-62085CO","SLEEVE","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-62113","LENS MOUNT","FNAV","S",0.00,1.63820,0.74810,6.35400,0.40000,9.140,0.000,1.63820,0.74810,6.35400,0.40000,9.140,0.000,1.63820,6.35400,0.74810,0.40000,0.14960,9.29,0.00,"M"
"3-62174","Led Mount","FNAV","S",0.00,3.69400,0.09640,6.78640,0.65000,11.227,0.000,3.60620,0.08710,6.63490,0.60280,10.931,0.000,3.60620,6.63490,0.08710,0.60280,0.01750,10.95,0.00,"M"
"3-62174","Led Mount","FNAV","S",4.00,3.69400,0.09640,6.78640,0.65000,11.227,0.000,3.60620,0.08710,6.63490,0.60280,10.931,0.000,3.60620,6.63490,0.08710,0.60280,0.01750,10.95,43.79,"M"
"3-62175","End Cap","FNAV","S",0.00,2.76760,0.04540,4.85500,0.45000,8.118,0.000,2.70020,0.04050,4.76000,0.45000,7.951,0.000,2.70020,4.76000,0.04050,0.45000,0.00800,7.96,0.00,"M"
"3-62175","End Cap","FNAV","S",8.00,2.76760,0.04540,4.85500,0.45000,8.118,0.000,2.70020,0.04050,4.76000,0.45000,7.951,0.000,2.70020,4.76000,0.04050,0.45000,0.00800,7.96,63.67,"M"
"3-6219","SLEEVE","FNAV","S",0.00,2.72140,2.26770,5.86600,0.75020,11.605,0.000,2.72140,2.26770,5.86600,0.75020,11.605,0.000,2.72140,5.86600,2.26770,0.75020,0.45350,12.06,0.00,"M"
"3-6219","SLEEVE","FNAV","S",0.00,2.72140,2.26770,5.86600,0.75020,11.605,0.000,2.72140,2.26770,5.86600,0.75020,11.605,0.000,2.72140,5.86600,2.26770,0.75020,0.45350,12.06,0.00,"M"
"3-6219CO","SLEEVE","COWN","S",26.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6219CO","SLEEVE","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6219CO","SLEEVE","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-6220","MOUNT","FNAV","S",0.00,2.10190,1.97490,4.12380,0.90000,9.101,0.000,1.91090,1.85200,3.74310,0.90000,8.406,0.000,1.91090,3.74310,1.85200,0.90000,0.37040,8.78,0.00,"M"
"3-6225","LOWER INTERFACE-III","FNAV","S",0.00,0.84370,1.02250,1.61050,0.70900,4.186,0.000,1.19910,1.04230,2.45350,0.70720,5.402,0.000,1.19910,2.45350,1.04230,0.70720,0.20850,5.61,0.00,"M"
"3-6225","LOWER INTERFACE-III","FNAV","S",35.00,0.84370,1.02250,1.61050,0.70900,4.186,0.000,1.19910,1.04230,2.45350,0.70720,5.402,0.000,1.19910,2.45350,1.04230,0.70720,0.20850,5.61,196.37,"M"
"3-62327","PC Board Cover","FNAV","S",0.00,3.00680,0.48370,5.44510,0.58030,9.516,0.000,3.00680,0.48370,5.44510,0.58030,9.516,0.000,3.00680,5.44510,0.48370,0.58030,0.06780,9.58,0.00,"M"
"3-62327","PC Board Cover","FNAV","S",0.00,3.00680,0.48370,5.44510,0.58030,9.516,0.000,3.00680,0.48370,5.44510,0.58030,9.516,0.000,3.00680,5.44510,0.48370,0.58030,0.06780,9.58,0.00,"M"
"3-62327CO","PC Board Cover","COWN","S",975.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"3-62327CO","PC Board Cover","COWN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
